original english sentences,deepl sentences,google sentences
" a multitude of dogs, i could hear, fought over the bodies that lay darkly in the depth of the pit, far below me"," j'entendais une multitude de chiens se disputer les corps qui gisaient dans les ténèbres au fond de la fosse, loin en dessous de moi.","une multitude de chiens, entendais-je, se disputaient les corps qui gisaient sombrement au fond de la fosse, bien en dessous de moi."
" across the pit on its farther lip, flat and vast and strange, lay the great flying-machine with which they had been experimenting upon our denser atmosphere when decay and death arrested them"," En travers de la fosse, sur sa lèvre la plus éloignée, plate, vaste et étrange, se trouvait la grande machine volante avec laquelle ils avaient fait des expériences dans notre atmosphère plus dense lorsque la décrépitude et la mort les avaient arrêtés.","de l'autre côté de la fosse, sur sa lèvre la plus éloignée, plate, vaste et étrange, se trouvait la grande machine volante avec laquelle ils avaient fait des expériences sur notre atmosphère plus dense lorsque la décadence et la mort les ont arrêtés."
 death had come not a day too soon, la mort n'est pas arrivée trop tôt,la mort n'était pas arrivée un jour trop tôt
" at the sound of a cawing overhead i looked up at the huge fighting-machine that would fight no more for ever, at the tattered red shreds of flesh that dripped down upon the overturned seats on the summit of primrose hill"," au son d'un croassement au-dessus de ma tête, j'ai regardé l'énorme machine de combat qui ne se battrait plus jamais, les lambeaux de chair rouge qui dégoulinaient sur les sièges renversés au sommet de primrose hill.","au son d'un croassement au-dessus de moi, j'ai levé les yeux vers l'énorme machine de combat qui ne combattrait plus pour toujours, vers les lambeaux de chair rouges en lambeaux qui coulaient sur les sièges renversés au sommet de Primrose Hill."
"  i turned and looked down the slope of the hill to where, enhaloed now in birds, stood those other two martians that i had seen overnight, just as death had overtaken them","  Je me suis retourné et j'ai regardé le long de la pente de la colline où se tenaient les deux autres martiens que j'avais vus pendant la nuit, juste au moment où la mort les avait rattrapés.","Je me suis retourné et j'ai regardé le versant de la colline où, maintenant entourés d'oiseaux, se tenaient les deux autres martiens que j'avais vus pendant la nuit, juste au moment où la mort les avait rattrapés."
" the one had died, even as it had been crying to its companions; perhaps it was the last to die, and its voice had gone on perpetually until the force of its machinery was exhausted"," l'un d'eux était mort, alors même qu'il criait à ses compagnons ; peut-être était-il le dernier à mourir, et sa voix s'était perpétuée jusqu'à ce que la force de sa machinerie s'épuise","celui-là était mort, alors même qu'il criait à ses compagnons ; peut-être était-il le dernier à mourir, et sa voix avait continué perpétuellement jusqu'à ce que la force de sa machine soit épuisée."
" they glittered now, harmless tripod towers of shining metal, in the brightness of the rising sun"," ils brillaient maintenant, tours tripodes inoffensives de métal brillant, dans la clarté du soleil levant","ils brillaient maintenant, d'inoffensives tours tripodes de métal brillant, dans l'éclat du soleil levant."
"  all about the pit, and saved as by a miracle from everlasting destruction, stretched the great mother of cities","  tout autour de la fosse, et sauvée comme par miracle d'une destruction éternelle, s'étendait la grande mère des villes","tout autour de la fosse, et sauvée comme par miracle d'une destruction éternelle, s'étendait la grande mère des villes"
 those who have only seen london veiled in her sombre robes of smoke can scarcely imagine the naked clearness and beauty of the silent wilderness of houses, ceux qui n'ont vu que londres voilee dans ses sombres robes de fumee peuvent a peine imaginer la clarte et la beaute de la nature sauvage et silencieuse des maisons,ceux qui n'ont vu que Londres voilée dans ses sombres robes de fumée peuvent à peine imaginer la clarté nue et la beauté du désert silencieux des maisons.
"  eastward, over the blackened ruins of the albert terrace and the splintered spire of the church, the sun blazed dazzling in a clear sky, and here and there some facet in the great wilderness of roofs caught the light and glared with a white intensity","  vers l'est, au-dessus des ruines noircies de la terrasse d'albert et de la flèche éclatée de l'église, le soleil éblouissait dans un ciel clair, et çà et là quelque facette dans le grand désert de toits captait la lumière et brillait d'une intensité blanche","vers l'est, sur les ruines noircies de la terrasse Albert et la flèche brisée de l'église, le soleil brillait d'une manière éblouissante dans un ciel clair, et çà et là quelque facette du grand désert de toits captait la lumière et brillait avec une intensité blanche."
"  northward were kilburn and hampsted, blue and crowded with houses; westward the great city was dimmed; and southward, beyond the martians, the green waves of regent's park, the langham hotel, the dome of the albert hall, the imperial institute, and the giant mansions of the brompton road came out clear and little in the sunrise, the jagged ruins of westminster rising hazily beyond","  au nord, kilburn et hampsted, bleus et encombrés de maisons ; à l'ouest, la grande ville s'estompait ; et au sud, au-delà des martiens, les vagues vertes de regent's park, le langham hotel, le dôme de l'albert hall, l'imperial institute et les gigantesques manoirs de brompton road apparaissaient clairs et petits dans le lever de soleil, les ruines déchiquetées de westminster s'élevant vaguement au-delà","vers le nord se trouvaient Kilburn et Hampted, bleus et peuplés de maisons ; vers l'ouest, la grande ville était obscurcie ; et vers le sud, au-delà des martiens, les vagues vertes de Regent's Park, l'hôtel Langham, le dôme de l'Albert Hall, l'institut impérial et les demeures géantes de Brompton Road apparaissaient claires et petites au lever du soleil, les ruines déchiquetées de Westminster s'élève brumeusement au-delà"
" far away and blue were the surrey hills, and the towers of the crystal palace glittered like two silver rods"," les collines du surrey étaient bleues et lointaines, et les tours du palais de cristal scintillaient comme deux tiges d'argent","au loin et bleues étaient les collines du Surrey, et les tours du palais de cristal brillaient comme deux tiges d'argent"
 the dome of st, le dôme de st,le dôme de st
" paul's was dark against the sunrise, and injured, i saw for the first time, by a huge gaping cavity on its western side"," paul's était sombre par rapport au lever du soleil, et blessé, je l'ai vu pour la première fois, par une énorme cavité béante sur son côté ouest","Celui de Paul était sombre face au lever du soleil et blessé, je l'ai vu pour la première fois, par une énorme cavité béante sur son côté ouest."
"  and as i looked at this wide expanse of houses and factories and churches, silent and abandoned; as i thought of the multitudinous hopes and efforts, the innumerable hosts of lives that had gone to build this human reef, and of the swift and ruthless destruction that had hung over it all; when i realised that the shadow had been rolled back, and that men might still live in the streets, and this dear vast dead city of mine be once more alive and powerful, i felt a wave of emotion that was near akin to tears","  En regardant cette vaste étendue de maisons, d'usines et d'églises, silencieuses et abandonnées, en pensant aux multiples espoirs et efforts, aux innombrables vies qui ont servi à construire ce récif humain, et à la destruction rapide et impitoyable qui a pesé sur tout cela, en réalisant que l'ombre avait reculé, que des hommes pouvaient encore vivre dans les rues, et que ma chère ville morte pouvait à nouveau être vivante et puissante, j'ai ressenti une vague d'émotion proche des larmes.","et tandis que je regardais cette vaste étendue de maisons, d'usines et d'églises, silencieuses et abandonnées ; en pensant aux espoirs et aux efforts innombrables, aux innombrables vies qui avaient été nécessaires à la construction de ce récif humain, et à la destruction rapide et impitoyable qui avait plané sur tout cela ; Quand j'ai réalisé que l'ombre avait été reculée, que des hommes pouvaient encore vivre dans les rues et que ma chère et vaste ville morte était à nouveau vivante et puissante, j'ai ressenti une vague d'émotion qui s'apparentait presque à des larmes."
  the torment was over,  le supplice était terminé,le tourment était fini
 even that day the healing would begin," ce jour-là, la guérison commencerait","même ce jour-là, la guérison commencerait"
" the survivors of the people scattered over the countryâ€”leaderless, lawless, foodless, like sheep without a shepherdâ€”the thousands who had fled by sea, would begin to return; the pulse of life, growing stronger and stronger, would beat again in the empty streets and pour across the vacant squares"," les survivants du peuple dispersé dans le pays - sans chef, sans loi, sans nourriture, comme des moutons sans berger - les milliers de personnes qui avaient fui par la mer, commenceraient à revenir ; le pouls de la vie, de plus en plus fort, battrait à nouveau dans les rues vides et se déverserait sur les places inoccupées","les survivants du peuple dispersé à travers le pays – sans chef, sans loi, sans nourriture, comme des moutons sans berger – les milliers qui avaient fui par la mer, commenceraient à revenir ; le pouls de la vie, de plus en plus fort, battrait à nouveau dans les rues vides et se déverserait sur les places vacantes"
" whatever destruction was done, the hand of the destroyer was stayed"," la main du destructeur s'est arrêtée, quelle que soit la destruction opérée","quelle que soit la destruction effectuée, la main du destructeur était retenue"
" all the gaunt wrecks, the blackened skeletons of houses that stared so dismally at the sunlit grass of the hill, would presently be echoing with the hammers of the restorers and ringing with the tapping of their trowels"," toutes les épaves décharnées, les squelettes noircis des maisons qui regardaient si lugubrement l'herbe ensoleillée de la colline, résonneraient bientôt des marteaux des restaurateurs et du tapotement de leurs truelles","toutes les épaves décharnées, les squelettes noircis des maisons qui regardaient si tristement l'herbe ensoleillée de la colline, résonneraient bientôt avec les marteaux des restaurateurs et résonneraient avec le tapotement de leurs truelles."
 at the thought i extended my hands towards the sky and began thanking god," A cette pensée, j'ai tendu les mains vers le ciel et j'ai commencé à remercier Dieu.",à la pensée j'ai tendu les mains vers le ciel et j'ai commencé à remercier Dieu
" in a year, thought iâ€”in a year"," dans un an, pensais-je, dans un an","dans un an, je pensais - dans un an"
 , ,
 , ,
 , ,
"  with overwhelming force came the thought of myself, of my wife, and the old life of hope and tender helpfulness that had ceased for ever","  Avec une force écrasante, j'ai pensé à moi, à ma femme, à l'ancienne vie d'espoir et d'aide tendre qui avait cessé pour toujours.","avec une force écrasante, la pensée de moi-même, de ma femme et de l'ancienne vie d'espoir et de tendre serviabilité qui avait cessé à jamais est venue."
     ix,     ix,ix
 wreckage, épave,débris
   and now comes the strangest thing in my story,   et maintenant vient la chose la plus étrange de mon histoire,et maintenant arrive la chose la plus étrange de mon histoire
" yet, perhaps, it is not altogether strange"," Pourtant, il n'est peut-être pas tout à fait étrange","et pourtant, ce n'est peut-être pas tout à fait étrange"
" i remember, clearly and coldly and vividly, all that i did that day until the time that i stood weeping and praising god upon the summit of primrose hill"," je me souviens, clairement, froidement et vivement, de tout ce que j'ai fait ce jour-là jusqu'au moment où je me suis tenu en pleurant et en louant Dieu au sommet de primrose hill.","Je me souviens clairement, froidement et vivement, de tout ce que j'ai fait ce jour-là jusqu'au moment où je pleurais et louais Dieu au sommet de Primrose Hill."
 and then i forget, et puis j'oublie,et puis j'oublie
  of the next three days i know nothing,"  des trois jours suivants, je ne sais rien",des trois prochains jours je ne sais rien
" i have learned since that, so far from my being the first discoverer of the martian overthrow, several such wanderers as myself had already discovered this on the previous night"," j'ai appris depuis que, loin d'être le premier découvreur du renversement martien, plusieurs vagabonds comme moi l'avaient déjà découvert la nuit précédente","J'ai appris depuis que, loin d'être le premier découvreur du renversement martien, plusieurs vagabonds comme moi l'avaient déjà découvert la nuit précédente."
 one manâ€”the firstâ€”had gone to st, un homme - le premier - s'était rendu au st...,un homme – le premier – était parti à Saint-Pétersbourg
" martin's-le-grand, and, while i sheltered in the cabmen's hut, had contrived to telegraph to paris"," martin's-le-grand, et, pendant que je m'abritais dans la cabane des chauffeurs, j'avais réussi à télégraphier à paris","Martin's-le-Grand, et, pendant que j'étais abrité dans la cabane des cochers, j'avais réussi à télégraphier à Paris"
" thence the joyful news had flashed all over the world; a thousand cities, chilled by ghastly apprehensions, suddenly flashed into frantic illuminations; they knew of it in dublin, edinburgh, manchester, birmingham, at the time when i stood upon the verge of the pit"," la joyeuse nouvelle avait fait le tour du monde ; mille villes, glacées par d'affreuses appréhensions, s'étaient soudain illuminées avec frénésie ; on l'avait appris à dublin, edinburgh, manchester, birmingham, au moment où je me trouvais au bord du gouffre...","de là, la joyeuse nouvelle s'était répandue dans le monde entier ; mille villes, glacées par d’horribles appréhensions, s’éclairèrent soudain dans des illuminations frénétiques ; ils le savaient à Dublin, Édimbourg, Manchester, Birmingham, au moment où je me tenais au bord de la fosse"
" already men, weeping with joy, as i have heard, shouting and staying their work to shake hands and shout, were making up trains, even as near as crewe, to descend upon london"," deja des hommes, pleurant de joie, comme je l'ai entendu, criant et arretant leur travail pour se serrer la main et crier, preparaient des trains, jusqu'a crewe, pour descendre sur londres","déjà des hommes, pleurant de joie, comme je l'ai entendu, criant et arrêtant leur travail pour se serrer la main et crier, préparaient des trains, même aussi près que l'équipage, pour descendre sur Londres."
" the church bells that had ceased a fortnight since suddenly caught the news, until all england was bell-ringing"," les cloches des eglises qui avaient cesse de sonner depuis quinze jours ont soudainement ete entendues, jusqu'a ce que toute l'angleterre soit en train de sonner les cloches","les cloches des églises qui avaient cessé depuis quinze jours ont soudainement appris la nouvelle, jusqu'à ce que toute l'Angleterre sonne les cloches"
" men on cycles, lean-faced, unkempt, scorched along every country lane shouting of unhoped deliverance, shouting to gaunt, staring figures of despair"," des hommes à bicyclette, au visage maigre, mal entretenu, brûlant le long de chaque chemin de campagne, criant une délivrance inespérée, criant à des silhouettes décharnées, regardant fixement le désespoir","des hommes à vélo, au visage maigre, négligés, brûlés le long de chaque chemin de campagne criant une délivrance inespérée, criant aux figures décharnées et regardantes du désespoir"
" and for the food! across the channel, across the irish sea, across the atlantic, corn, bread, and meat were tearing to our relief"," et pour la nourriture ! de l'autre côté de la Manche, de la mer d'Irlande, de l'autre côté de l'Atlantique, le maïs, le pain et la viande se déchaînaient pour nous soulager","et pour la nourriture ! De l'autre côté de la Manche, de l'autre côté de la mer d'Irlande, de l'autre côté de l'Atlantique, le maïs, le pain et la viande se déchiraient à notre soulagement."
 all the shipping in the world seemed going londonward in those days," à l'époque, tous les navires du monde semblaient se diriger vers Londres","à cette époque, tous les transports maritimes du monde semblaient se diriger vers Londres."
 but of all this i have no memory, mais je n'ai aucun souvenir de tout cela,mais de tout ça je n'ai aucun souvenir
 i driftedâ€”a demented man," j'ai dérivé ""un homme dément",j'ai dérivé - un homme dément
" i found myself in a house of kindly people, who had found me on the third day wandering, weeping, and raving through the streets of st"," je me suis retrouvé dans une maison de gens bienveillants, qui m'avaient trouvé le troisième jour errant, pleurant et délirant dans les rues de st.","je me suis retrouvé dans une maison de gens aimables, qui m'avaient trouvé le troisième jour errant, pleurant et délirant dans les rues de Saint-Pétersbourg."
 john's wood, bois de john,le bois de John
" they have told me since that i was singing some insane doggerel about the last man left alive! hurrah! the last man left alive! troubled as they were with their own affairs, these people, whose name, much as i would like to express my gratitude to them, i may not even give here, nevertheless cumbered themselves with me, sheltered me, and protected me from myself"," Ils m'ont dit depuis que je chantais un doggerel insensé sur le dernier homme vivant ! hurrah ! le dernier homme vivant ! occupés de leurs propres affaires, ces gens, dont je ne peux même pas donner ici le nom, même si j'aimerais leur exprimer ma gratitude, se sont néanmoins encombrés de moi, m'ont abrité et m'ont protégé de moi-même","depuis, on m'a dit que je chantais des conneries insensées sur le dernier homme encore en vie ! Hourra! le dernier homme encore en vie ! troublés qu'ils étaient par leurs propres affaires, ces gens, dont je ne puis même pas donner ici le nom, même si je voudrais leur exprimer ma gratitude, se sont néanmoins encombrés de moi, m'ont abrité et m'ont protégé de moi-même."
 apparently they had learned something of my story from me during the days of my lapse," apparemment, ils avaient appris de moi quelque chose de mon histoire pendant les jours où je m'étais évanoui","apparemment, ils avaient appris quelque chose de mon histoire grâce à moi pendant les jours de mon absence"
"  very gently, when my mind was assured again, did they break to me what they had learned of the fate of leatherhead","  très doucement, lorsque mon esprit fut à nouveau rassuré, ils me firent part de ce qu'ils avaient appris sur le sort de Leatherhead.","très doucement, quand mon esprit fut à nouveau rassuré, ils m'annoncèrent ce qu'ils avaient appris sur le sort de Leatherhead."
" two days after i was imprisoned it had been destroyed, with every soul in it, by a martian"," deux jours après mon emprisonnement, elle a été détruite, avec toutes les âmes qui s'y trouvaient, par un martien.","deux jours après mon emprisonnement, il avait été détruit, avec toutes ses âmes, par un martien"
" he had swept it out of existence, as it seemed, without any provocation, as a boy might crush an ant hill, in the mere wantonness of power"," il l'avait balayée, comme elle semblait l'être, sans aucune provocation, comme un garçon peut écraser une fourmilière, dans la simple déraison de la puissance","il l'avait balayé de l'existence, semblait-il, sans aucune provocation, comme un garçon pourrait écraser une fourmilière, par la simple gratuité du pouvoir."
"  i was a lonely man, and they were very kind to me",  J'étais un homme seul et ils ont été très gentils avec moi.,j'étais un homme seul et ils étaient très gentils avec moi
" i was a lonely man and a sad one, and they bore with me"," j'étais un homme seul et triste, et ils m'ont supporté","j'étais un homme seul et triste, et ils m'ennuyaient"
 i remained with them four days after my recovery, je suis restée avec eux quatre jours après ma guérison,je suis resté avec eux quatre jours après ma convalescence
" all that time i felt a vague, a growing craving to look once more on whatever remained of the little life that seemed so happy and bright in my past"," Pendant tout ce temps, j'ai ressenti une vague envie, une envie grandissante de revoir ce qui restait de cette petite vie qui me semblait si heureuse et si brillante dans le passé.","pendant tout ce temps, j'éprouvais un besoin vague et croissant de revoir ce qui restait de la petite vie qui semblait si heureuse et si lumineuse dans mon passé."
 it was a mere hopeless desire to feast upon my misery, ce n'était qu'un désir désespéré de se repaître de ma misère,c'était un simple désir désespéré de me régaler de ma misère
 they dissuaded me, ils m'ont dissuadé,ils m'ont dissuadé
 they did all they could to divert me from this morbidity, ils ont fait tout ce qu'ils pouvaient pour me détourner de cette morbidité,ils ont fait tout ce qu'ils ont pu pour me détourner de cette morbidité
" but at last i could resist the impulse no longer, and, promising faithfully to return to them, and parting, as i will confess, from these four-day friends with tears, i went out again into the streets that had lately been so dark and strange and empty"," Mais enfin je ne pus résister plus longtemps à l'impulsion, et, promettant fidèlement de revenir les voir, et me séparant, comme je l'avouerai, de ces amis de quatre jours avec des larmes, je sortis de nouveau dans les rues qui avaient été dernièrement si sombres, si étranges et si vides","mais finalement je ne pus plus résister à cette impulsion, et, promettant fidèlement de revenir vers eux, et me séparant, comme je l'avoue, de ces quatre amis de quatre jours avec des larmes, je sortis de nouveau dans les rues naguère si sombres. et étrange et vide"
"  already they were busy with returning people; in places even there were shops open, and i saw a drinking fountain running water","  ils étaient déjà occupés par les gens qui revenaient ; par endroits, il y avait même des magasins ouverts, et j'ai vu une fontaine qui faisait couler de l'eau.","déjà ils s'occupaient du retour des gens ; par endroits même il y avait des magasins ouverts, et j'ai vu une fontaine avec de l'eau courante"
"  i remember how mockingly bright the day seemed as i went back on my melancholy pilgrimage to the little house at woking, how busy the streets and vivid the moving life about me","  je me souviens de l'éclat moqueur de la journée alors que je reprenais mon pèlerinage mélancolique à la petite maison de woking, de l'animation des rues et de la vivacité de la vie qui m'entourait","Je me souviens à quel point la journée me paraissait moqueuse et lumineuse alors que je retournais pour mon pèlerinage mélancolique vers la petite maison au réveil, à quel point les rues étaient animées et vivante la vie émouvante qui m'entourait."
" so many people were abroad everywhere, busied in a thousand activities, that it seemed incredible that any great proportion of the population could have been slain"," il y avait tant de gens partout, occupés à mille activités, qu'il semblait incroyable qu'une grande partie de la population ait pu être tuée","il y avait tant de gens partout à l'étranger, occupés à mille activités, qu'il semblait incroyable qu'une grande partie de la population ait pu être tuée."
" but then i noticed how yellow were the skins of the people i met, how shaggy the hair of the men, how large and bright their eyes, and that every other man still wore his dirty rags"," Mais j'ai remarqué que la peau des gens que je rencontrais était jaune, que les cheveux des hommes étaient hirsutes, que leurs yeux étaient grands et brillants, et que tous les autres hommes portaient encore leurs sales haillons","mais ensuite j'ai remarqué à quel point la peau des gens que je rencontrais était jaune, à quel point les cheveux des hommes étaient hirsutes, à quel point leurs yeux étaient grands et brillants, et que tous les autres hommes portaient encore leurs haillons sales."
 their faces seemed all with one of two expressionsâ€”a leaping exultation and energy or a grim resolution, leurs visages semblaient tous avoir l'une des deux expressions suivantes : une exultation et une énergie bondissantes ou une résolution sinistre.,Leurs visages semblaient tous avoir l'une des deux expressions suivantes : une exultation et une énergie bondissantes ou une sombre résolution.
" save for the expression of the faces, london seemed a city of tramps"," a l'exception de l'expression des visages, londres semblait etre une ville de clochards","à part l'expression des visages, Londres semblait une ville de clochards"
 the vestries were indiscriminately distributing bread sent us by the french government, les sacristies distribuaient indistinctement le pain que nous envoyait le gouvernement français,les sacristies distribuaient sans discernement le pain que nous envoyait le gouvernement français
 the ribs of the few horses showed dismally, les côtes des quelques chevaux montraient lamentablement,les côtes des quelques chevaux se montraient lamentablement
 haggard special constables with white badges stood at the corners of every street, Des agents spéciaux hagards portant des insignes blancs se tenaient au coin de chaque rue.,des agents spéciaux hagards avec des insignes blancs se tenaient aux coins de chaque rue
" i saw little of the mischief wrought by the martians until i reached wellington street, and there i saw the red weed clambering over the buttresses of waterloo bridge"," je n'ai guère vu les méfaits des martiens jusqu'à ce que j'atteigne wellington street, et là j'ai vu l'herbe rouge grimper sur les contreforts du pont de waterloo","J'ai peu vu les méfaits commis par les martiens jusqu'à ce que j'atteigne Wellington Street, et là j'ai vu l'herbe rouge grimper sur les contreforts du pont de Waterloo."
"  at the corner of the bridge, too, i saw one of the common contrasts of that grotesque timeâ€”a sheet of paper flaunting against a thicket of the red weed, transfixed by a stick that kept it in place","  au coin du pont, j'ai également vu l'un des contrastes courants de cette époque grotesque : une feuille de papier flottant contre un bosquet d'herbes rouges, fixée par un bâton qui la maintenait en place","au coin du pont aussi, j'ai vu l'un des contrastes courants de cette époque grotesque : une feuille de papier s'étalant sur un bosquet d'herbe rouge, transpercée par un bâton qui la maintenait en place."
 it was the placard of the first newspaper to resume publicationâ€”the _daily mail_," c'est l'affiche du premier journal à reprendre sa parution, le _daily mail_.",c'était la pancarte du premier journal à reprendre sa parution : le Daily Mail
 i bought a copy for a blackened shilling i found in my pocket, J'ai acheté un exemplaire pour un shilling noirci que j'ai trouvé dans ma poche.,j'en ai acheté un exemplaire pour un shilling noirci que j'ai trouvé dans ma poche
" most of it was in blank, but the solitary compositor who did the thing had amused himself by making a grotesque scheme of advertisement stereo on the back page"," La plus grande partie était en blanc, mais le compositeur solitaire qui s'en occupait s'était amusé à faire un schéma grotesque de stéréo publicitaire sur la dernière page","la majeure partie était vierge, mais le compositeur solitaire qui avait fait le truc s'était amusé à faire un schéma grotesque de publicité stéréo sur la dernière page."
 the matter he printed was emotional; the news organisation had not as yet found its way back, la matière qu'il a imprimée était émotionnelle ; l'organe de presse n'avait pas encore retrouvé son chemin,le sujet qu'il a imprimé était émouvant ; l'agence de presse n'avait pas encore retrouvé son chemin
 i learned nothing fresh except that already in one week the examination of the martian mechanisms had yielded astonishing results," je n'ai rien appris de nouveau, si ce n'est qu'en une semaine l'examen des mecanismes martiens avait deja donne des resultats etonnants",je n'ai rien appris de nouveau sauf que déjà en une semaine l'examen des mécanismes martiens avait donné des résultats étonnants
" among other things, the article assured me what i did not believe at the time, that the secret of flying, was discovered"," entre autres choses, l'article m'a assuré ce que je ne croyais pas à l'époque, à savoir que le secret du vol avait été découvert","entre autres choses, l'article m'assurait ce que je ne croyais pas à l'époque, à savoir que le secret du vol avait été découvert"
 at waterloo i found the free trains that were taking people to their homes," à Waterloo, j'ai trouvé les trains gratuits qui ramenaient les gens chez eux",à Waterloo j'ai trouvé les trains gratuits qui emmenaient les gens chez eux
 the first rush was already over, la première ruée était déjà terminée,le premier rush était déjà terminé
" there were few people in the train, and i was in no mood for casual conversation"," il y avait peu de monde dans le train, et je n'étais pas d'humeur à faire la conversation",il y avait peu de monde dans le train et je n'étais pas d'humeur à bavarder
" i got a compartment to myself, and sat with folded arms, looking greyly at the sunlit devastation that flowed past the windows"," J'ai obtenu un compartiment pour moi tout seul, et je me suis assis les bras croisés, regardant d'un œil gris la dévastation éclairée par le soleil qui s'écoulait par les fenêtres.","J'ai eu un compartiment pour moi seul et je me suis assis les bras croisés, regardant d'un air gris la dévastation ensoleillée qui coulait devant les fenêtres."
" and just outside the terminus the train jolted over temporary rails, and on either side of the railway the houses were blackened ruins"," et juste à la sortie du terminus, le train s'est ébranlé sur des rails provisoires, et de part et d'autre de la voie ferrée, les maisons étaient des ruines noircies.","et juste à l'extérieur du terminus, le train cahotait sur des rails temporaires, et de chaque côté de la voie ferrée, les maisons n'étaient que des ruines noircies."
" to clapham junction the face of london was grimy with powder of the black smoke, in spite of two days of thunderstorms and rain, and at clapham junction the line had been wrecked again; there were hundreds of out-of-work clerks and shopmen working side by side with the customary navvies, and we were jolted over a hasty relaying"," jusqu'a clapham junction, le visage de londres etait couvert de poudre de fumee noire, malgre deux jours d'orages et de pluie, et a clapham junction, la ligne avait ete de nouveau saccagee ; des centaines de commis et de commerçants au chomage travaillaient cote a cote avec les terrassiers habituels, et nous avons ete secoues par un relais hache.","jusqu'à Clapham Junction, le visage de Londres était crasseux de fumée noire, malgré deux jours d'orages et de pluie, et à Clapham Junction, la ligne avait de nouveau été détruite ; il y avait des centaines d'employés et de commerçants au chômage qui travaillaient côte à côte avec les navvies habituels, et nous avons été secoués par un relais précipité."
  all down the line from there the aspect of the country was gaunt and unfamiliar; wimbledon particularly had suffered,"  tout au long de la ligne de démarcation, l'aspect du pays était décharné et peu familier ; Wimbledon en particulier avait souffert.","à partir de là, l’aspect du pays était décharné et inconnu ; Wimbledon a particulièrement souffert"
" walton, by virtue of its unburned pine woods, seemed the least hurt of any place along the line"," walton, en raison de ses pinèdes non brûlées, semblait être l'endroit le moins touché de toute la ligne","Walton, en raison de ses forêts de pins non brûlées, semblait être le moins touché de tous les endroits le long de la ligne."
" the wandle, the mole, every little stream, was a heaped mass of red weed, in appearance between butcher's meat and pickled cabbage"," la baguette, la taupe, chaque petit ruisseau, était un amas de mauvaises herbes rouges, dont l'aspect se situait entre la viande de boucherie et le chou mariné","le wandle, la taupe, chaque petit ruisseau était un amas d'herbe rouge, semblant se situer entre la viande de boucherie et le chou mariné."
" the surrey pine woods were too dry, however, for the festoons of the red climber", les bois de pins de Surrey étaient cependant trop secs pour les festons du grimpant rouge,les bois de pins du Surrey étaient cependant trop secs pour les festons du grimpeur rouge
" beyond wimbledon, within sight of the line, in certain nursery grounds, were the heaped masses of earth about the sixth cylinder"," au-delà de wimbledon, en vue de la ligne, dans certains jardins d'enfants, se trouvaient les masses de terre entassées autour du sixième cylindre.","au-delà de Wimbledon, en vue de la ligne, dans certaines pépinières, se trouvaient les masses de terre entassées autour du sixième cylindre."
" a number of people were standing about it, and some sappers were busy in the midst of it"," un certain nombre de personnes se tenaient autour, et quelques sapeurs s'affairaient au milieu de la scène.",un certain nombre de personnes se tenaient autour et des sapeurs étaient occupés au milieu.
" over it flaunted a union jack, flapping cheerfully in the morning breeze"," au-dessus d'elle, un drapeau syndical flottait joyeusement dans la brise du matin.","dessus, il y avait un Union Jack, battant joyeusement dans la brise matinale"
" the nursery grounds were everywhere crimson with the weed, a wide expanse of livid colour cut with purple shadows, and very painful to the eye"," les terrains de la pépinière étaient partout cramoisis par la mauvaise herbe, une vaste étendue de couleur livide coupée d'ombres pourpres, et très douloureuse pour l'œil.","les terrains de la pépinière étaient partout cramoisis par l'herbe, une vaste étendue de couleur livide coupée d'ombres violettes et très douloureuse à l'œil."
 one's gaze went with infinite relief from the scorched greys and sullen reds of the foreground to the blue-green softness of the eastward hills, le regard passait avec un soulagement infini des gris brûlés et des rouges maussades du premier plan à la douceur bleu-vert des collines de l'est,le regard allait avec un soulagement infini depuis les gris brûlés et les rouges maussades du premier plan jusqu'à la douceur bleu-vert des collines à l'est.
"  the line on the london side of woking station was still undergoing repair, so i descended at byfleet station and took the road to maybury, past the place where i and the artilleryman had talked to the hussars, and on by the spot where the martian had appeared to me in the thunderstorm","  la ligne du côté londonien de la gare de woking était encore en réparation, je suis donc descendu à la gare de byfleet et j'ai pris la route de maybury, en passant par l'endroit où moi et l'artilleur avions parlé aux hussards, et par l'endroit où le martien m'était apparu dans l'orage","la ligne du côté londonien de la station de Woking était toujours en réparation, alors je suis descendu à la station Byfleet et j'ai pris la route de Maybury, en passant devant l'endroit où moi et l'artilleur avions parlé aux hussards, et à l'endroit où le Martien avait m'est apparu dans l'orage"
" here, moved by curiosity, i turned aside to find, among a tangle of red fronds, the warped and broken dog cart with the whitened bones of the horse scattered and gnawed"," ici, poussé par la curiosité, je me suis détourné pour trouver, parmi un enchevêtrement de frondes rouges, la charrette à chiens déformée et cassée, avec les os blanchis du cheval éparpillés et rongés","Ici, poussé par la curiosité, je me suis détourné pour trouver, parmi un enchevêtrement de frondes rouges, la charrette à chien déformée et cassée avec les os blanchis du cheval éparpillés et rongés."
 for a time i stood regarding these vestiges," Pendant un certain temps, j'ai observé ces vestiges",pendant un moment je suis resté debout face à ces vestiges
 , ,
 , ,
 , ,
